,Unnamed: 0,chemical1,chemical2,similarity,experimental,database,textmining,combined_score
4960,4960,11243969,1613,0,166,0,0,166
4966,4966,11243969,16135499,0,514,0,0,514
4967,4967,11243969,16157882,0,514,0,0,514
4970,4970,11243969,18026,0,166,0,0,166
4972,4972,11243969,1989,0,166,0,230,338
4976,4976,11243969,2750,0,166,0,0,166
4978,4978,11243969,3101,0,166,0,0,166
4981,4981,11243969,3475,0,166,0,584,642
4982,4982,11243969,3476,0,166,0,737,774
4983,4983,11243969,3478,0,166,0,586,644
4984,4984,11243969,3488,0,166,0,594,651
4985,4985,11243969,4091,0,166,0,761,794
4987,4987,11243969,41774,0,166,0,576,635
4989,4989,11243969,4369359,0,514,0,822,910
4990,4990,11243969,441314,0,166,0,514,582
4992,4992,11243969,444020,0,166,0,410,493
4994,4994,11243969,4829,0,166,0,666,713
4995,4995,11243969,501640,0,166,0,0,166
4996,4996,11243969,51634,0,166,0,0,166
4997,4997,11243969,5278,0,166,0,0,166
4998,4998,11243969,5311309,0,166,0,586,644
5002,5002,11243969,5505,0,166,0,219,329
5004,5004,11243969,5591,0,166,0,217,327
5008,5008,11243969,65036,0,166,0,0,166
5009,5009,11243969,65110,0,166,0,0,166
5010,5010,11243969,65981,0,166,0,584,642
5012,5012,11243969,6918537,0,505,0,822,909
5022,5022,11243969,94701,0,505,0,217,600
5092,5092,10909430,1080,0,194,0,0,194
5111,5111,10909430,2537,0,194,0,0,194
5115,5115,10909430,2812,0,194,0,0,194
5123,5123,10909430,3598,0,194,0,101,253
5125,5125,10909430,3998,0,194,0,388,491
5134,5134,10909430,5320,0,194,0,0,194
5138,5138,10909430,6054,0,194,0,0,194
5141,5141,10909430,7019,0,194,0,0,194
5142,5142,10909430,702,0,194,0,339,451
5144,5144,10909430,712,0,194,0,209,343
5148,5148,10909430,784,0,194,0,230,360
5149,5149,10909430,807,0,194,0,0,194
5154,5154,10909430,996,0,194,0,0,194
5222,5222,10280735,10182969,0,497,0,822,907
5223,5223,10280735,10205,0,208,0,0,208
5225,5225,10280735,107706,0,297,0,0,297
5228,5228,10280735,121963,0,297,0,0,297
5229,5229,10280735,122024,0,297,0,0,297
5230,5230,10280735,1609,0,297,0,0,297
5236,5236,10280735,1701,0,297,0,0,297
5238,5238,10280735,183797,0,433,0,419,660
5241,5241,10280735,2332,0,297,0,0,297
5243,5243,10280735,25201794,0,208,0,115,278
5244,5244,10280735,25244225,0,208,0,410,518
5245,5245,10280735,2536,0,297,0,0,297
5249,5249,10280735,311,0,208,0,0,208
5250,5250,10280735,3121,0,497,0,0,497
5251,5251,10280735,32756,0,208,0,0,208
5256,5256,10280735,443119,0,297,0,0,297
5260,5260,10280735,5001396,0,208,0,761,805
5263,5263,10280735,54676537,0,208,0,476,572
5267,5267,10280735,54680692,0,208,0,313,439
5269,5269,10280735,54685524,0,208,0,0,208
5271,5271,10280735,5496659,0,497,0,594,789
5278,5278,10280735,65076,0,297,0,0,297
5285,5285,10280735,772,0,208,0,530,616
5288,5288,10280735,9574101,0,433,0,661,802
5289,5289,10280735,9578572,0,497,0,769,880
5290,5290,10280735,9807238,0,497,0,0,497
5291,5291,10280735,9824,0,297,0,0,297
5292,5292,10280735,9875401,0,497,0,822,907
5293,5293,10280735,9912771,0,497,0,767,879
5295,5295,10182969,10205,0,208,0,0,208
5296,5296,10182969,10280735,0,497,0,822,907
5298,5298,10182969,107706,0,297,0,0,297
5301,5301,10182969,121963,0,297,0,0,297
5302,5302,10182969,122024,0,297,0,0,297
5303,5303,10182969,1609,0,297,0,0,297
5309,5309,10182969,1701,0,297,0,0,297
5311,5311,10182969,183797,0,433,0,295,588
5314,5314,10182969,2332,0,297,0,0,297
5316,5316,10182969,25201794,0,208,0,139,297
5317,5317,10182969,25244225,0,208,0,473,570
5318,5318,10182969,2536,0,297,0,0,297
5322,5322,10182969,311,0,208,0,0,208
5323,5323,10182969,3121,0,497,0,0,497
5324,5324,10182969,32756,0,208,0,0,208
5329,5329,10182969,443119,0,297,0,0,297
5333,5333,10182969,5001396,0,208,0,884,905
5336,5336,10182969,54676537,0,208,0,606,678
5340,5340,10182969,54680692,0,208,0,502,593
5342,5342,10182969,54685524,0,208,0,100,265
5344,5344,10182969,5496659,0,497,0,580,782
5351,5351,10182969,65076,0,297,0,0,297
5358,5358,10182969,772,0,208,0,665,726
5361,5361,10182969,9574101,0,433,0,685,816
5362,5362,10182969,9578572,0,497,0,822,907
5363,5363,10182969,9807238,0,497,0,0,497
5364,5364,10182969,9824,0,297,0,0,297
5365,5365,10182969,9875401,0,497,0,976,988
5366,5366,10182969,9912771,0,497,0,765,878
5519,5519,10096344,11243969,0,514,0,822,910
5520,5520,10096344,11450633,0,514,0,822,910
5524,5524,10096344,123823,0,166,0,0,166
5527,5527,10096344,1613,0,166,0,0,166
5533,5533,10096344,16135499,0,514,0,0,514
5534,5534,10096344,16157882,0,514,0,0,514
5537,5537,10096344,18026,0,166,0,0,166
5539,5539,10096344,1989,0,166,0,216,326
5543,5543,10096344,2750,0,166,0,0,166
5545,5545,10096344,3101,0,166,0,0,166
5548,5548,10096344,3475,0,166,0,576,635
5549,5549,10096344,3476,0,166,0,744,780
5550,5550,10096344,3478,0,166,0,505,574
5551,5551,10096344,3488,0,166,0,505,574
5552,5552,10096344,4091,0,166,0,743,779
5554,5554,10096344,41774,0,166,0,495,566
5556,5556,10096344,4369359,0,514,0,822,910
5557,5557,10096344,441314,0,166,0,411,494
5559,5559,10096344,444020,0,166,0,449,526
5561,5561,10096344,4829,0,166,0,666,713
5562,5562,10096344,501640,0,166,0,0,166
5563,5563,10096344,51634,0,166,0,0,166
5564,5564,10096344,5278,0,166,0,0,166
5565,5565,10096344,5311309,0,166,0,505,574
5569,5569,10096344,5505,0,166,0,171,287
5571,5571,10096344,5591,0,166,0,178,293
5575,5575,10096344,65036,0,166,0,0,166
5576,5576,10096344,65110,0,166,0,0,166
5577,5577,10096344,65981,0,166,0,528,594
5579,5579,10096344,6918537,0,505,0,822,909
5589,5589,10096344,94701,0,505,0,0,505
5687,5687,10070040,10100,0,234,0,0,234
5689,5689,10070040,104787,0,234,0,174,348
5691,5691,10070040,10517,0,234,0,0,234
5695,5695,10070040,123878,0,234,0,0,234
5700,5700,10070040,1983,0,234,0,0,234
5701,5701,10070040,25077992,0,234,0,0,234
5702,5702,10070040,26721,0,234,0,470,581
5704,5704,10070040,3345,0,234,0,468,580
5705,5705,10070040,33741,0,234,0,0,234
5706,5706,10070040,4058,0,234,0,179,352
5707,5707,10070040,4095,0,234,0,0,234
5709,5709,10070040,41693,0,234,0,582,670
5714,5714,10070040,51263,0,234,0,526,626
5715,5715,10070040,5284371,0,234,0,0,234
5716,5716,10070040,5284543,0,234,0,0,234
5717,5717,10070040,5284569,0,234,0,0,234
5718,5718,10070040,5284570,0,234,0,233,394
5719,5719,10070040,5284603,0,234,0,0,234
5720,5720,10070040,5284604,0,234,0,0,234
5721,5721,10070040,5288826,0,234,0,323,465
5722,5722,10070040,5311080,0,234,0,0,234
5723,5723,10070040,5311081,0,234,0,0,234
5724,5724,10070040,5311304,0,234,0,293,442
5726,5726,10070040,5359271,0,234,0,0,234
5727,5727,10070040,5359272,0,234,0,151,330
5728,5728,10070040,5359421,0,234,0,153,331
5729,5729,10070040,5361092,0,234,0,238,398
5730,5730,10070040,5462328,0,234,0,0,234
5732,5732,10070040,5485199,0,234,0,0,234
5736,5736,10070040,62156,0,234,0,388,517
5737,5737,10070040,644073,0,234,0,154,332
5780,5780,9933475,108152,0,297,0,0,297
5781,5781,9933475,11626560,0,297,0,497,635
5782,5782,9933475,11707110,0,297,0,172,400
5783,5783,9933475,123631,0,297,0,640,740
5787,5787,9933475,160355,0,297,0,125,366
5791,5791,9933475,176870,0,297,0,688,774
5792,5792,9933475,208908,0,297,0,500,638
5793,5793,9933475,216239,0,297,0,882,914
5794,5794,9933475,24826799,0,297,0,157,389
5795,5795,9933475,3062316,0,297,0,470,616
5796,5796,9933475,312145,0,297,0,0,297
5798,5798,9933475,3220,0,297,0,0,297
5801,5801,9933475,3547,0,297,0,0,297
5803,5803,9933475,4713,0,297,0,0,297
5804,5804,9933475,5280961,0,297,0,0,297
5805,5805,9933475,5287969,0,297,0,0,297
5806,5806,9933475,5291,0,297,0,608,716
5808,5808,9933475,5329098,0,297,0,388,556
5809,5809,9933475,5329099,0,297,0,326,512
5810,5810,9933475,5330286,0,297,0,121,363
5811,5811,9933475,57379345,0,297,0,0,297
5812,5812,9933475,6450551,0,297,0,667,758
5814,5814,9933475,72271,0,297,0,135,373
5815,5815,9933475,9823820,0,297,0,259,463
5816,5816,9933475,9926791,0,297,0,0,297
5886,5886,9926791,108152,0,297,0,0,297
5887,5887,9926791,11626560,0,297,0,139,376
5888,5888,9926791,11707110,0,297,0,186,410
5889,5889,9926791,123631,0,297,0,157,389
5893,5893,9926791,160355,0,297,0,0,297
5897,5897,9926791,176870,0,297,0,126,367
5898,5898,9926791,208908,0,297,0,0,297
5899,5899,9926791,216239,0,297,0,209,427
5900,5900,9926791,24826799,0,297,0,0,297
5901,5901,9926791,3062316,0,297,0,273,473
5902,5902,9926791,312145,0,297,0,0,297
5904,5904,9926791,3220,0,297,0,0,297
5907,5907,9926791,3547,0,297,0,0,297
5909,5909,9926791,4713,0,297,0,0,297
5910,5910,9926791,5280961,0,297,0,0,297
5911,5911,9926791,5287969,0,297,0,0,297
5912,5912,9926791,5291,0,297,0,272,472
5914,5914,9926791,5329098,0,297,0,0,297
5915,5915,9926791,5329099,0,297,0,0,297
5916,5916,9926791,5330286,0,297,0,0,297
5917,5917,9926791,57379345,0,297,0,0,297
5918,5918,9926791,6450551,0,297,0,122,364
5920,5920,9926791,72271,0,297,0,0,297
5921,5921,9926791,9823820,0,297,0,0,297
5922,5922,9926791,9933475,0,297,0,0,297
5925,5925,9917021,107778,0,268,0,0,268
5928,5928,9917021,108182,0,268,0,0,268
5935,5935,9917021,2726,0,268,0,0,268
5936,5936,9917021,2780,0,268,0,0,268
5937,5937,9917021,3016,0,268,0,0,268
5940,5940,9917021,3100,0,268,0,0,268
5941,5941,9917021,3148,0,268,0,479,607
5942,5942,9917021,3151,0,268,0,0,268
5944,5944,9917021,3168,0,268,0,217,409
5945,5945,9917021,3510,0,268,0,411,555
5946,5946,9917021,3559,0,268,0,0,268
5948,5948,9917021,39860,0,268,0,327,492
5949,5949,9917021,4034,0,268,0,0,268
5950,5950,9917021,4168,0,268,0,176,378
5952,5952,9917021,4585,0,268,0,210,404
5953,5953,9917021,4595,0,268,0,505,626
5954,5954,9917021,4917,0,268,0,137,349
5955,5955,9917021,4926,0,268,0,0,268
5957,5957,9917021,5566,0,268,0,0,268
5958,5958,9917021,5568,0,268,0,0,268
5960,5960,9917021,5743,0,268,0,0,268
5962,5962,9917021,6726,0,268,0,0,268
5963,5963,9917021,6741,0,268,0,0,268
5966,5966,9917021,6918365,0,523,0,654,830
5967,5967,9917021,9832383,538,523,0,656,831
5969,5969,9912771,10182969,0,497,0,765,878
5970,5970,9912771,10205,0,208,0,0,208
5971,5971,9912771,10280735,0,497,0,767,879
5973,5973,9912771,107706,0,297,0,0,297
5976,5976,9912771,121963,0,297,0,0,297
5977,5977,9912771,122024,0,297,0,0,297
5978,5978,9912771,1609,0,297,0,0,297
5984,5984,9912771,1701,0,297,0,0,297
5986,5986,9912771,183797,0,433,0,274,576
5989,5989,9912771,2332,0,297,0,0,297
5991,5991,9912771,25201794,0,208,0,126,287
5992,5992,9912771,25244225,0,208,0,230,371
5993,5993,9912771,2536,0,297,0,0,297
5997,5997,9912771,311,0,208,0,0,208
5998,5998,9912771,3121,0,497,0,0,497
5999,5999,9912771,32756,0,208,0,0,208
6004,6004,9912771,443119,0,297,0,0,297
6008,6008,9912771,5001396,0,208,0,505,596
6011,6011,9912771,54676537,0,208,0,300,429
6015,6015,9912771,54680692,0,208,0,172,324
6017,6017,9912771,54685524,0,208,0,0,208
6019,6019,9912771,5496659,0,497,0,631,808
6026,6026,9912771,65076,0,297,0,0,297
6033,6033,9912771,772,0,208,0,326,450
6036,6036,9912771,9574101,0,433,0,653,797
6037,6037,9912771,9578572,0,497,0,586,785
6038,6038,9912771,9807238,0,497,0,0,497
6039,6039,9912771,9824,0,297,0,0,297
6040,6040,9912771,9875401,0,497,0,761,876
6156,6156,9875401,10182969,0,497,0,976,988
6157,6157,9875401,10205,0,208,0,0,208
6158,6158,9875401,10280735,0,497,0,822,907
6160,6160,9875401,107706,0,297,0,0,297
6163,6163,9875401,121963,0,297,0,0,297
6164,6164,9875401,122024,0,297,0,0,297
6165,6165,9875401,1609,0,297,0,0,297
6171,6171,9875401,1701,0,297,0,0,297
6173,6173,9875401,183797,0,433,0,388,642
6176,6176,9875401,2332,0,297,0,0,297
6178,6178,9875401,25201794,0,208,0,120,282
6179,6179,9875401,25244225,0,208,0,574,652
6180,6180,9875401,2536,0,297,0,0,297
6184,6184,9875401,311,0,208,0,0,208
6185,6185,9875401,3121,0,497,0,0,497
6186,6186,9875401,32756,0,208,0,0,208
6191,6191,9875401,443119,0,297,0,0,297
6195,6195,9875401,5001396,0,208,0,890,910
6198,6198,9875401,54676537,0,208,0,659,721
6202,6202,9875401,54680692,0,208,0,580,657
6204,6204,9875401,54685524,0,208,0,0,208
6206,6206,9875401,5496659,0,497,0,582,783
6213,6213,9875401,65076,0,297,0,0,297
6220,6220,9875401,772,0,208,0,743,790
6223,6223,9875401,9574101,0,433,0,730,842
6224,6224,9875401,9578572,0,497,0,822,907
6225,6225,9875401,9807238,0,497,0,120,544
6226,6226,9875401,9824,0,297,0,0,297
6227,6227,9875401,9912771,0,497,0,761,876
6332,6332,9865515,4261,0,433,0,689,818
6333,6333,9865515,444732,0,433,0,468,689
6334,6334,9865515,5186,0,433,0,209,538
6335,6335,9865515,5311,0,433,0,657,799
6338,6338,9865515,6675804,0,433,0,379,637
6339,6339,9865515,6918328,0,433,0,343,616
6340,6340,9865515,6918638,0,433,0,652,796
6341,6341,9865515,6918837,0,433,0,910,947
6349,6349,9861403,130214,0,313,0,0,313
6350,6350,9861403,131432,0,313,0,0,313
6351,6351,9861403,1329,0,371,0,0,371
6353,6353,9861403,158540,0,371,0,0,371
6354,6354,9861403,158795,0,313,0,0,313
6357,6357,9861403,1917,0,371,0,0,371
6358,6358,9861403,2153,0,371,0,0,371
6359,6359,9861403,219024,0,313,0,0,313
6360,6360,9861403,2519,0,371,0,0,371
6361,6361,9861403,252716,0,371,0,0,371
6362,6362,9861403,5310960,0,371,0,0,371
6363,6363,9861403,5311037,0,371,0,0,371
6367,6367,9861403,5472,0,514,0,594,796
6368,6368,9861403,60606,0,514,0,876,938
6369,6369,9861403,60961,0,313,0,156,402
6370,6370,9861403,657378,0,313,0,0,313
6371,6371,9861403,6918456,0,514,0,580,789
6373,6373,9861403,92411,0,371,0,0,371
6375,6375,9861403,9576912,0,313,0,0,313
6379,6379,9861403,9871419,0,514,0,520,759
6417,6417,9849616,16078,0,480,0,155,547
6419,6419,9849616,5281969,0,480,0,202,572
6420,6420,9849616,5282280,0,480,0,0,480
6421,6421,9849616,5283454,0,480,0,0,480
6423,6423,9849616,9826744,0,551,0,589,809
6451,6451,9847059,3034818,0,412,0,387,628
6453,6453,9847059,5283344,0,412,0,0,412
6454,6454,9847059,5288382,0,412,0,0,412
6456,6456,9847059,644345,0,412,0,580,745
6457,6457,9847059,65663,0,412,0,0,412
6460,6460,9847059,72430,0,412,0,214,524
6504,6504,9832383,6918365,0,523,0,360,685
6506,6506,9832383,9917021,538,523,0,656,831
6507,6507,9827346,130881,0,426,0,0,426
6508,6508,9827346,132387,0,426,0,0,426
6509,6509,9827346,158781,0,426,0,0,426
6510,6510,9827346,192314,0,426,0,0,426
6512,6512,9827346,2540,0,426,0,503,706
6513,6513,9827346,2541,0,426,0,171,509
6514,6514,9827346,3749,0,426,0,0,426
6515,6515,9827346,3961,0,426,0,209,532
6516,6516,9827346,4673492,0,426,0,0,426
6517,6517,9827346,5281037,0,412,0,0,412
6518,6518,9827346,5311345,0,412,0,351,606
6519,6519,9827346,54693559,0,426,0,0,426
6520,6520,9827346,60846,0,426,0,0,426
6521,6521,9827346,60919,0,426,0,0,426
6523,6523,9827346,6324663,0,426,0,0,426
6524,6524,9827346,65999,0,426,0,0,426
6525,6525,9827346,72168,0,426,0,0,426
6627,6627,9815499,107992,0,242,0,259,421
6629,6629,9815499,11430856,0,242,0,0,242
6633,6633,9815499,1220,0,242,0,0,242
6634,6634,9815499,1229,0,242,0,239,405
6637,6637,9815499,1355,0,242,0,0,242
6639,6639,9815499,1809,0,242,0,0,242
6640,6640,9815499,2477,0,242,0,0,242
6641,6641,9815499,2689,0,242,0,0,242
6642,6642,9815499,2769,0,242,0,0,242
6643,6643,9815499,28864,0,242,0,0,242
6645,6645,9815499,4296,0,242,0,0,242
6646,6646,9815499,4440,0,242,0,0,242
6648,6648,9815499,5011,0,242,0,0,242
6649,6649,9815499,5078,0,242,0,0,242
6650,6650,9815499,5202,0,242,0,0,242
6652,6652,9815499,5358,0,242,0,0,242
6653,6653,9815499,5362436,0,242,0,0,242
6655,6655,9815499,5639,0,242,0,0,242
6656,6656,9815499,56971,0,242,0,0,242
6657,6657,9815499,57347,0,242,0,0,242
6658,6658,9815499,5761,0,242,0,0,242
6660,6660,9815499,60769,0,242,0,0,242
6661,6661,9815499,60857,0,242,0,0,242
6662,6662,9815499,6089,0,242,0,0,242
6667,6667,9815499,77992,0,242,0,0,242
6668,6668,9815499,77993,0,242,0,0,242
6669,6669,9815499,8223,0,242,0,0,242
6673,6673,9815499,9801640,0,242,0,0,242
6674,6674,9815499,9966051,0,242,0,0,242
6704,6704,9807238,10182969,0,497,0,0,497
6705,6705,9807238,10205,0,208,0,0,208
6706,6706,9807238,10280735,0,497,0,0,497
6708,6708,9807238,107706,0,297,0,0,297
6711,6711,9807238,121963,0,297,0,0,297
6712,6712,9807238,122024,0,297,0,0,297
6713,6713,9807238,1609,0,297,0,0,297
6719,6719,9807238,1701,0,297,0,0,297
6721,6721,9807238,183797,0,433,0,218,543
6724,6724,9807238,2332,0,297,0,0,297
6726,6726,9807238,25201794,0,208,0,139,297
6727,6727,9807238,25244225,0,208,0,230,371
6728,6728,9807238,2536,0,297,0,0,297
6732,6732,9807238,311,0,208,0,0,208
6733,6733,9807238,3121,0,497,0,0,497
6734,6734,9807238,32756,0,208,0,0,208
6739,6739,9807238,443119,0,297,0,0,297
6743,6743,9807238,5001396,0,208,0,156,311
6746,6746,9807238,54676537,0,208,0,0,208
6750,6750,9807238,54680692,0,208,0,0,208
6752,6752,9807238,54685524,0,208,0,0,208
6754,6754,9807238,5496659,0,497,0,330,652
6761,6761,9807238,65076,0,297,0,0,297
6768,6768,9807238,772,0,208,0,208,354
6771,6771,9807238,9574101,0,433,0,284,581
6772,6772,9807238,9578572,0,497,0,0,497
6773,6773,9807238,9824,0,297,0,0,297
6774,6774,9807238,9875401,0,497,0,120,544
6775,6775,9807238,9912771,0,497,0,0,497
6793,6793,9803852,100150,0,341,0,0,341
6794,6794,9803852,100516,949,341,0,0,341
6795,6795,9803852,104758,0,341,0,0,341
6799,6799,9803852,121955,0,341,0,0,341
6801,6801,9803852,126941,0,341,0,0,341
6802,6802,9803852,1405,0,341,0,0,341
6804,6804,9803852,1773,0,341,0,299,524
6805,6805,9803852,213043,0,341,0,0,341
6806,6806,9803852,24466,0,341,0,0,341
6807,6807,9803852,2955,0,341,0,0,341
6809,6809,9803852,4993,0,341,0,0,341
6810,6810,9803852,54369,0,341,0,0,341
6812,6812,9803852,5578,0,341,0,0,341
6813,6813,9803852,5582,0,341,0,0,341
6814,6814,9803852,60843,0,341,0,102,390
6815,6815,9803852,60863,0,341,0,0,341
6818,6818,9803852,68760,0,341,0,0,341
6819,6819,9803852,6917908,0,341,0,0,341
6820,6820,9803852,72438,0,341,0,0,341
6822,6822,9803852,97272,0,341,0,0,341
6823,6823,9799888,11617,0,282,0,0,282
6825,6825,9799888,149096,0,282,0,0,282
6827,6827,9799888,2156,0,282,0,0,282
6828,6828,9799888,2756,0,282,0,0,282
6829,6829,9799888,2764,0,282,0,0,282
6830,6830,9799888,2812,0,282,0,0,282
6832,6832,9799888,3198,0,282,0,0,282
6834,6834,9799888,3365,0,282,0,0,282
6835,6835,9799888,3386,0,282,0,0,282
6836,6836,9799888,3433,0,282,0,0,282
6837,6837,9799888,3463,0,282,0,0,282
6838,6838,9799888,392622,0,282,0,0,282
6839,6839,9799888,4189,0,282,0,0,282
6840,6840,9799888,43815,0,282,0,0,282
6841,6841,9799888,444,0,282,0,0,282
6842,6842,9799888,4539,0,282,0,0,282
6843,6843,9799888,456201,0,282,0,0,282
6844,6844,9799888,4583,0,282,0,0,282
6845,6845,9799888,4601,0,282,0,0,282
6846,6846,9799888,468595,0,282,0,0,282
6850,6850,9799888,5324345,0,282,0,0,282
6852,6852,9799888,5472,0,282,0,0,282
6854,6854,9799888,55283,0,282,0,0,282
6855,6855,9799888,5578,0,282,0,0,282
6860,6860,9799888,64139,0,282,0,0,282
6861,6861,9799888,71616,0,282,0,0,282
6862,6862,9799888,84029,0,282,0,0,282
6863,6863,9799888,92727,0,282,0,0,282
6864,6864,9578572,10182969,0,497,0,822,907
6865,6865,9578572,10205,0,208,0,0,208
6866,6866,9578572,10280735,0,497,0,769,880
6868,6868,9578572,107706,0,297,0,0,297
6871,6871,9578572,121963,0,297,0,0,297
6872,6872,9578572,122024,0,297,0,0,297
6873,6873,9578572,1609,0,297,0,0,297
6879,6879,9578572,1701,0,297,0,0,297
6881,6881,9578572,183797,0,433,0,480,696
6884,6884,9578572,2332,0,297,0,0,297
6886,6886,9578572,25201794,0,208,0,106,270
6887,6887,9578572,25244225,0,208,0,479,575
6888,6888,9578572,2536,0,297,0,0,297
6892,6892,9578572,311,0,208,0,0,208
6893,6893,9578572,3121,0,497,0,0,497
6894,6894,9578572,32756,0,208,0,0,208
6899,6899,9578572,443119,0,297,0,0,297
6903,6903,9578572,5001396,0,208,0,819,853
6906,6906,9578572,54676537,0,208,0,479,575
6910,6910,9578572,54680692,0,208,0,359,477
6912,6912,9578572,54685524,0,208,0,125,286
6914,6914,9578572,5496659,0,497,0,499,740
6921,6921,9578572,65076,0,297,0,0,297
6928,6928,9578572,772,0,208,0,659,722
6931,6931,9578572,9574101,0,433,0,667,805
6932,6932,9578572,9807238,0,497,0,0,497
6933,6933,9578572,9824,0,297,0,0,297
6934,6934,9578572,9875401,0,497,0,822,907
6935,6935,9578572,9912771,0,497,0,586,785
7009,7009,9576912,130214,0,488,0,0,488
7010,7010,9576912,131432,0,488,0,0,488
7011,7011,9576912,1329,0,313,0,0,313
7013,7013,9576912,158540,0,313,0,0,313
7014,7014,9576912,158795,0,488,0,103,527
7017,7017,9576912,1917,0,313,0,0,313
7018,7018,9576912,2153,0,313,0,108,368
7019,7019,9576912,219024,0,488,0,505,738
7020,7020,9576912,2519,0,313,0,0,313
7021,7021,9576912,252716,0,313,0,0,313
7022,7022,9576912,5310960,0,313,0,0,313
7023,7023,9576912,5311037,0,313,0,0,313
7027,7027,9576912,5472,0,313,0,0,313
7028,7028,9576912,60606,0,313,0,0,313
7029,7029,9576912,60961,0,488,0,568,772
7030,7030,9576912,657378,0,488,0,0,488
7031,7031,9576912,6918456,0,313,0,104,366
7033,7033,9576912,92411,0,313,0,0,313
7037,7037,9576912,9861403,0,313,0,0,313
7039,7039,9576912,9871419,0,313,0,0,313
7041,7041,9574101,10182969,0,433,0,685,816
7042,7042,9574101,10205,0,208,0,0,208
7043,7043,9574101,10280735,0,433,0,661,802
7045,7045,9574101,107706,0,297,0,0,297
7048,7048,9574101,121963,0,297,0,0,297
7049,7049,9574101,122024,0,297,0,0,297
7050,7050,9574101,1609,0,297,0,0,297
7056,7056,9574101,1701,0,297,0,0,297
7058,7058,9574101,183797,0,433,0,822,896
7061,7061,9574101,2332,0,297,0,0,297
7063,7063,9574101,25201794,0,208,0,139,297
7064,7064,9574101,25244225,0,208,0,480,575
7065,7065,9574101,2536,0,297,0,0,297
7069,7069,9574101,311,0,208,0,0,208
